M,N,K,libtype,solidx,soltimems,indtype,outdtype
8192,1136,28672,hipblaslt,77396,0.5769546031951904,torch.float8_e4m3fnuz,torch.float16
8192,2994,28672,hipblaslt,77895,1.3812941551208495,torch.float8_e4m3fnuz,torch.float16
8192,8630,8192,hipblaslt,77877,1.0504780769348145,torch.float8_e4m3fnuz,torch.float16
10240,5304,8192,hipblaslt,77720,0.8261638641357422,torch.float8_e4m3fnuz,torch.float16
10240,6623,8192,hipblaslt,77926,1.0029917716979981,torch.float8_e4m3fnuz,torch.float16
10240,1522,8192,hipblaslt,77897,0.2602375030517578,torch.float8_e4m3fnuz,torch.float16
8192,2522,8192,hipblaslt,77396,0.3353447437286377,torch.float8_e4m3fnuz,torch.float16
8192,1449,28672,hipblaslt,77895,0.6905709266662597,torch.float8_e4m3fnuz,torch.float16
57344,1821,8192,hipblaslt,77952,1.7243202209472657,torch.float8_e4m3fnuz,torch.float16
10240,4514,8192,hipblaslt,77981,0.722568416595459,torch.float8_e4m3fnuz,torch.float16
8192,3765,28672,hipblaslt,77880,1.7758785247802735,torch.float8_e4m3fnuz,torch.float16
10240,3858,8192,hipblaslt,77890,0.6338769912719726,torch.float8_e4m3fnuz,torch.float16
57344,5933,8192,hipblaslt,77901,5.306858486599392,torch.float8_e4m3fnuz,torch.float16
8192,2933,28672,hipblaslt,77895,1.3660675048828126,torch.float8_e4m3fnuz,torch.float16
10240,1064,8192,hipblaslt,77505,0.19076859951019287,torch.float8_e4m3fnuz,torch.float16
8192,2418,28672,hipblaslt,77851,1.1973555564880372,torch.float8_e4m3fnuz,torch.float16
8192,421,28672,hipblaslt,77107,0.2789251089096069,torch.float8_e4m3fnuz,torch.float16
10240,618,8192,hipblaslt,77869,0.13385030031204223,torch.float8_e4m3fnuz,torch.float16
8192,4195,8192,hipblaslt,77922,0.5051302433013916,torch.float8_e4m3fnuz,torch.float16
57344,1881,8192,hipblaslt,77913,1.7851383209228515,torch.float8_e4m3fnuz,torch.float16
57344,533,8192,hipblaslt,77727,0.5758329868316651,torch.float8_e4m3fnuz,torch.float16
8192,2150,8192,hipblaslt,77957,0.30717298984527586,torch.float8_e4m3fnuz,torch.float16
10240,1889,8192,hipblaslt,77836,0.3213700532913208,torch.float8_e4m3fnuz,torch.float16
8192,2173,8192,hipblaslt,77828,0.2991170883178711,torch.float8_e4m3fnuz,torch.float16
57344,672,8192,hipblaslt,77917,0.6356195449829102,torch.float8_e4m3fnuz,torch.float16
8192,469,28672,hipblaslt,77188,0.2902940511703491,torch.float8_e4m3fnuz,torch.float16
57344,4965,8192,hipblaslt,78012,4.476717758178711,torch.float8_e4m3fnuz,torch.float16
57344,4300,8192,hipblaslt,77935,3.8864513397216798,torch.float8_e4m3fnuz,torch.float16
8192,2049,28672,hipblaslt,77956,1.0442092895507813,torch.float8_e4m3fnuz,torch.float16
57344,2440,8192,hipblaslt,77952,2.24140625,torch.float8_e4m3fnuz,torch.float16
57344,6564,8192,hipblaslt,77880,5.879944801330566,torch.float8_e4m3fnuz,torch.float16
8192,5512,8192,hipblaslt,77924,0.6989814281463623,torch.float8_e4m3fnuz,torch.float16
57344,1921,8192,hipblaslt,77880,1.8117738723754884,torch.float8_e4m3fnuz,torch.float16
8192,4605,28672,hipblaslt,78013,2.072063446044922,torch.float8_e4m3fnuz,torch.float16
8192,4948,28672,hipblaslt,78012,2.1862886428833006,torch.float8_e4m3fnuz,torch.float16
8192,4310,8192,hipblaslt,77495,0.5510522365570069,torch.float8_e4m3fnuz,torch.float16
8192,2113,8192,hipblaslt,77593,0.2997660398483276,torch.float8_e4m3fnuz,torch.float16
10240,3843,8192,hipblaslt,77901,0.628398847579956,torch.float8_e4m3fnuz,torch.float16
8192,2018,28672,hipblaslt,77881,0.9510007858276367,torch.float8_e4m3fnuz,torch.float16
8192,2202,28672,hipblaslt,77927,1.0968828201293945,torch.float8_e4m3fnuz,torch.float16
57344,3914,8192,hipblaslt,78012,3.5123668670654298,torch.float8_e4m3fnuz,torch.float16
8192,5084,8192,hipblaslt,77890,0.6383956432342529,torch.float8_e4m3fnuz,torch.float16
10240,6161,8192,hipblaslt,77922,0.9539886474609375,torch.float8_e4m3fnuz,torch.float16
57344,643,8192,hipblaslt,77928,0.6400421142578125,torch.float8_e4m3fnuz,torch.float16
8192,763,28672,hipblaslt,77866,0.42544021606445315,torch.float8_e4m3fnuz,torch.float16
57344,590,8192,hipblaslt,77961,0.617054033279419,torch.float8_e4m3fnuz,torch.float16
10240,2792,8192,hipblaslt,77826,0.43590774536132815,torch.float8_e4m3fnuz,torch.float16
10240,231,8192,hipblaslt,76808,0.06760414838790893,torch.float8_e4m3fnuz,torch.float16
8192,2981,28672,hipblaslt,77917,1.3976163864135742,torch.float8_e4m3fnuz,torch.float16
57344,5524,8192,hipblaslt,77880,4.966394524825247,torch.float8_e4m3fnuz,torch.float16
10240,65,8192,hipblaslt,77308,0.042814400792121884,torch.float8_e4m3fnuz,torch.float16
8192,1435,8192,hipblaslt,77976,0.19190624952316285,torch.float8_e4m3fnuz,torch.float16
8192,855,8192,hipblaslt,77869,0.1373995542526245,torch.float8_e4m3fnuz,torch.float16
8192,65093,28672,hipblaslt,77924,28.004287719726562,torch.float8_e4m3fnuz,torch.float16
8192,4494,28672,hipblaslt,78013,2.0797468185424806,torch.float8_e4m3fnuz,torch.float16
57344,2226,8192,hipblaslt,77952,2.0386077880859377,torch.float8_e4m3fnuz,torch.float16
57344,1494,8192,hipblaslt,77950,1.3536871910095214,torch.float8_e4m3fnuz,torch.float16
57344,5436,8192,hipblaslt,77880,4.9035897505910775,torch.float8_e4m3fnuz,torch.float16
10240,6212,8192,hipblaslt,77922,0.9423519134521484,torch.float8_e4m3fnuz,torch.float16
10240,2236,8192,hipblaslt,77916,0.3653671979904175,torch.float8_e4m3fnuz,torch.float16
8192,967,28672,hipblaslt,42477,0.5206512451171875,torch.float8_e4m3fnuz,torch.float16
8192,4758,8192,hipblaslt,77942,0.6096450805664062,torch.float8_e4m3fnuz,torch.float16
10240,3359,8192,hipblaslt,77924,0.5104020595550537,torch.float8_e4m3fnuz,torch.float16
8192,2091,28672,hipblaslt,77956,1.0763283729553224,torch.float8_e4m3fnuz,torch.float16
10240,5141,8192,hipblaslt,77877,0.8158865928649902,torch.float8_e4m3fnuz,torch.float16
10240,1600,8192,hipblaslt,77870,0.2948347568511963,torch.float8_e4m3fnuz,torch.float16
10240,2256,8192,hipblaslt,77885,0.37326095104217527,torch.float8_e4m3fnuz,torch.float16
8192,2248,28672,hipblaslt,77830,1.1287360191345215,torch.float8_e4m3fnuz,torch.float16
10240,2040,8192,hipblaslt,77976,0.35183119773864746,torch.float8_e4m3fnuz,torch.float16
8192,4565,8192,hipblaslt,77967,0.5872699737548828,torch.float8_e4m3fnuz,torch.float16
57344,1831,8192,hipblaslt,77952,1.746613121032715,torch.float8_e4m3fnuz,torch.float16
57344,172,8192,hipblaslt,77459,0.22544944286346436,torch.float8_e4m3fnuz,torch.float16
57344,4428,8192,hipblaslt,77925,4.000129699707031,torch.float8_e4m3fnuz,torch.float16
8192,4631,8192,hipblaslt,77928,0.5843255996704102,torch.float8_e4m3fnuz,torch.float16
8192,1362,8192,hipblaslt,77505,0.19568585157394408,torch.float8_e4m3fnuz,torch.float16
57344,4721,8192,hipblaslt,77880,4.339161682128906,torch.float8_e4m3fnuz,torch.float16
8192,3161,8192,hipblaslt,77720,0.4156757354736328,torch.float8_e4m3fnuz,torch.float16
8192,3888,28672,hipblaslt,77924,1.7802391052246094,torch.float8_e4m3fnuz,torch.float16
10240,2504,8192,hipblaslt,78016,0.41354660987854003,torch.float8_e4m3fnuz,torch.float16
10240,3163,8192,hipblaslt,77897,0.5015349388122559,torch.float8_e4m3fnuz,torch.float16
10240,5216,8192,hipblaslt,78016,0.8322668075561523,torch.float8_e4m3fnuz,torch.float16
8192,1424,8192,hipblaslt,77874,0.19755665063858033,torch.float8_e4m3fnuz,torch.float16
8192,4245,8192,hipblaslt,77716,0.5120665550231933,torch.float8_e4m3fnuz,torch.float16
8192,269,28672,hipblaslt,76889,0.1922087550163269,torch.float8_e4m3fnuz,torch.float16
10240,3253,8192,hipblaslt,77924,0.507892370223999,torch.float8_e4m3fnuz,torch.float16
10240,12,8192,hipblaslt,77249,0.03309099972248077,torch.float8_e4m3fnuz,torch.float16
57344,2413,8192,hipblaslt,77952,2.223209190368652,torch.float8_e4m3fnuz,torch.float16
10240,586,8192,hipblaslt,77399,0.13695889711380005,torch.float8_e4m3fnuz,torch.float16
8192,3333,28672,hipblaslt,77942,1.5182950973510743,torch.float8_e4m3fnuz,torch.float16
8192,290,28672,hipblaslt,76889,0.20382044315338135,torch.float8_e4m3fnuz,torch.float16
57344,65,8192,hipblaslt,77989,0.17811180353164674,torch.float8_e4m3fnuz,torch.float16
8192,123,28672,hipblaslt,76736,0.10826090574264527,torch.float8_e4m3fnuz,torch.float16
10240,5363,8192,hipblaslt,77888,0.8281227111816406,torch.float8_e4m3fnuz,torch.float16
10240,7040,8192,hipblaslt,78016,1.0725627899169923,torch.float8_e4m3fnuz,torch.float16
10240,6129,8192,hipblaslt,77921,0.9499071121215821,torch.float8_e4m3fnuz,torch.float16
8192,1299,8192,hipblaslt,77723,0.1864542007446289,torch.float8_e4m3fnuz,torch.float16
10240,793,8192,hipblaslt,77396,0.15767354965209962,torch.float8_e4m3fnuz,torch.float16
57344,4666,8192,hipblaslt,77925,4.218154525756836,torch.float8_e4m3fnuz,torch.float16
57344,2007,8192,hipblaslt,77880,1.8327709197998048,torch.float8_e4m3fnuz,torch.float16
8192,293,28672,hipblaslt,76948,0.20207529067993163,torch.float8_e4m3fnuz,torch.float16
57344,3260,8192,hipblaslt,77952,2.979571533203125,torch.float8_e4m3fnuz,torch.float16
57344,7771,8192,hipblaslt,77948,7.065088544573102,torch.float8_e4m3fnuz,torch.float16
57344,5056,8192,hipblaslt,78012,4.500228500366211,torch.float8_e4m3fnuz,torch.float16
8192,3685,28672,hipblaslt,77924,1.755913543701172,torch.float8_e4m3fnuz,torch.float16
8192,24318,28672,hipblaslt,77924,10.797540452745226,torch.float8_e4m3fnuz,torch.float16
8192,7536,8192,hipblaslt,77924,0.9229971885681152,torch.float8_e4m3fnuz,torch.float16
8192,302,8192,hipblaslt,77476,0.06907280087471009,torch.float8_e4m3fnuz,torch.float16
10240,3965,8192,hipblaslt,77877,0.6342555522918701,torch.float8_e4m3fnuz,torch.float16
57344,1321,8192,hipblaslt,77928,1.24995756149292,torch.float8_e4m3fnuz,torch.float16
10240,1950,8192,hipblaslt,77396,0.3429154396057129,torch.float8_e4m3fnuz,torch.float16
57344,112,28672,hipblaslt,77458,0.620841646194458,torch.float8_e4m3fnuz,torch.float16
10240,190,8192,hipblaslt,77374,0.06228629946708679,torch.float8_e4m3fnuz,torch.float16
57344,2027,8192,hipblaslt,77939,1.848470115661621,torch.float8_e4m3fnuz,torch.float16
8192,1398,8192,hipblaslt,77723,0.19758670330047606,torch.float8_e4m3fnuz,torch.float16
57344,4611,8192,hipblaslt,77925,4.240827941894532,torch.float8_e4m3fnuz,torch.float16
57344,2297,8192,hipblaslt,77950,2.0691652297973633,torch.float8_e4m3fnuz,torch.float16
8192,2370,8192,hipblaslt,77882,0.3239698886871338,torch.float8_e4m3fnuz,torch.float16
8192,5344,8192,hipblaslt,77984,0.651144552230835,torch.float8_e4m3fnuz,torch.float16
57344,1591,8192,hipblaslt,77952,1.5182570457458495,torch.float8_e4m3fnuz,torch.float16
57344,3658,8192,hipblaslt,77880,3.3515369415283205,torch.float8_e4m3fnuz,torch.float16
8192,1129,28672,hipblaslt,77872,0.5883855819702148,torch.float8_e4m3fnuz,torch.float16
57344,2760,8192,hipblaslt,77950,2.565079689025879,torch.float8_e4m3fnuz,torch.float16
57344,6459,8192,hipblaslt,77925,5.843514835133272,torch.float8_e4m3fnuz,torch.float16
57344,2650,8192,hipblaslt,77925,2.4033781051635743,torch.float8_e4m3fnuz,torch.float16
10240,4610,8192,hipblaslt,77924,0.7282908439636231,torch.float8_e4m3fnuz,torch.float16
10240,188,8192,hipblaslt,76783,0.06819350123405457,torch.float8_e4m3fnuz,torch.float16
10240,3284,8192,hipblaslt,77921,0.5021839141845703,torch.float8_e4m3fnuz,torch.float16
8192,3149,28672,hipblaslt,77950,1.4750490188598633,torch.float8_e4m3fnuz,torch.float16
8192,797,28672,hipblaslt,77419,0.44653949737548826,torch.float8_e4m3fnuz,torch.float16
8192,3092,28672,hipblaslt,77967,1.3951786994934081,torch.float8_e4m3fnuz,torch.float16
10240,4942,8192,hipblaslt,78016,0.8044416427612304,torch.float8_e4m3fnuz,torch.float16
8192,1188,28672,hipblaslt,77424,0.6306521415710449,torch.float8_e4m3fnuz,torch.float16
10240,1116,8192,hipblaslt,77917,0.19115915298461914,torch.float8_e4m3fnuz,torch.float16
8192,587,28672,hipblaslt,77864,0.37306060791015627,torch.float8_e4m3fnuz,torch.float16
8192,3624,8192,hipblaslt,77942,0.4446246147155762,torch.float8_e4m3fnuz,torch.float16
8192,2562,8192,hipblaslt,77829,0.34659740924835203,torch.float8_e4m3fnuz,torch.float16
57344,5649,8192,hipblaslt,77935,5.196394669382196,torch.float8_e4m3fnuz,torch.float16
8192,444,8192,hipblaslt,76973,0.08402050137519837,torch.float8_e4m3fnuz,torch.float16
8192,974,8192,hipblaslt,77871,0.15151644945144654,torch.float8_e4m3fnuz,torch.float16
8192,2277,28672,hipblaslt,77830,1.1161693572998046,torch.float8_e4m3fnuz,torch.float16
8192,1112,8192,hipblaslt,77872,0.16277915239334106,torch.float8_e4m3fnuz,torch.float16
57344,2026,8192,hipblaslt,77939,1.9086492538452149,torch.float8_e4m3fnuz,torch.float16
57344,893,8192,hipblaslt,77926,0.8225725173950196,torch.float8_e4m3fnuz,torch.float16
10240,1375,8192,hipblaslt,77440,0.25354154109954835,torch.float8_e4m3fnuz,torch.float16
8192,789,8192,hipblaslt,77869,0.1289891004562378,torch.float8_e4m3fnuz,torch.float16
57344,5949,8192,hipblaslt,78012,5.294504801432292,torch.float8_e4m3fnuz,torch.float16
10240,2170,8192,hipblaslt,77960,0.37058894634246825,torch.float8_e4m3fnuz,torch.float16
8192,812,8192,hipblaslt,77404,0.13962985277175904,torch.float8_e4m3fnuz,torch.float16
57344,1723,8192,hipblaslt,77952,1.572120761871338,torch.float8_e4m3fnuz,torch.float16
57344,5432,8192,hipblaslt,77880,4.905133297568874,torch.float8_e4m3fnuz,torch.float16
57344,1411,8192,hipblaslt,77935,1.3282074928283691,torch.float8_e4m3fnuz,torch.float16
57344,1768,8192,hipblaslt,77925,1.5794035911560058,torch.float8_e4m3fnuz,torch.float16
10240,2224,8192,hipblaslt,77710,0.37056894302368165,torch.float8_e4m3fnuz,torch.float16
10240,285,8192,hipblaslt,76783,0.07413330078125,torch.float8_e4m3fnuz,torch.float16
8192,423,28672,hipblaslt,77107,0.2790447950363159,torch.float8_e4m3fnuz,torch.float16
57344,1367,8192,hipblaslt,77920,1.3061747550964355,torch.float8_e4m3fnuz,torch.float16
57344,4276,8192,hipblaslt,77935,3.9237644195556642,torch.float8_e4m3fnuz,torch.float16
57344,248,8192,hipblaslt,77626,0.30042304992675783,torch.float8_e4m3fnuz,torch.float16
10240,773,8192,hipblaslt,77452,0.15942419767379762,torch.float8_e4m3fnuz,torch.float16
57344,661,8192,hipblaslt,77917,0.6333922386169434,torch.float8_e4m3fnuz,torch.float16
8192,205,28672,hipblaslt,76824,0.15154844522476196,torch.float8_e4m3fnuz,torch.float16
8192,1285,8192,hipblaslt,77723,0.18407670259475709,torch.float8_e4m3fnuz,torch.float16
8192,3031,8192,hipblaslt,77929,0.386073899269104,torch.float8_e4m3fnuz,torch.float16
10240,388,8192,hipblaslt,77400,0.108542799949646,torch.float8_e4m3fnuz,torch.float16
8192,926,8192,hipblaslt,77593,0.1431941032409668,torch.float8_e4m3fnuz,torch.float16
57344,6242,8192,hipblaslt,77925,5.655688566320083,torch.float8_e4m3fnuz,torch.float16
8192,6026,8192,hipblaslt,77897,0.747665548324585,torch.float8_e4m3fnuz,torch.float16
8192,696,28672,hipblaslt,42447,0.42034263610839845,torch.float8_e4m3fnuz,torch.float16
57344,2021,8192,hipblaslt,77939,1.8656696319580077,torch.float8_e4m3fnuz,torch.float16
10240,2329,8192,hipblaslt,77723,0.3797405481338501,torch.float8_e4m3fnuz,torch.float16
8192,740,28672,hipblaslt,77867,0.4294275283813477,torch.float8_e4m3fnuz,torch.float16
8192,1821,8192,hipblaslt,77975,0.2567423105239868,torch.float8_e4m3fnuz,torch.float16
8192,244,28672,hipblaslt,76882,0.18003820180892943,torch.float8_e4m3fnuz,torch.float16
8192,1572,28672,hipblaslt,77950,0.7421413421630859,torch.float8_e4m3fnuz,torch.float16
57344,2209,8192,hipblaslt,77952,2.0335403442382813,torch.float8_e4m3fnuz,torch.float16
8192,1193,28672,hipblaslt,77675,0.6280813694000245,torch.float8_e4m3fnuz,torch.float16
8192,6770,8192,hipblaslt,77888,0.8465579986572266,torch.float8_e4m3fnuz,torch.float16
10240,65223,8192,hipblaslt,77923,9.667128753662109,torch.float8_e4m3fnuz,torch.float16
8192,3221,28672,hipblaslt,77950,1.4952569961547852,torch.float8_e4m3fnuz,torch.float16
10240,2991,8192,hipblaslt,77921,0.48644261360168456,torch.float8_e4m3fnuz,torch.float16
57344,4524,8192,hipblaslt,77719,4.071893692016602,torch.float8_e4m3fnuz,torch.float16
10240,3221,8192,hipblaslt,77922,0.4953457832336426,torch.float8_e4m3fnuz,torch.float16
8192,4018,28672,hipblaslt,77924,1.7853466033935548,torch.float8_e4m3fnuz,torch.float16
10240,1446,8192,hipblaslt,77925,0.25437729358673095,torch.float8_e4m3fnuz,torch.float16
10240,1038,8192,hipblaslt,77710,0.1888577461242676,torch.float8_e4m3fnuz,torch.float16
10240,1153,8192,hipblaslt,77942,0.21022140979766846,torch.float8_e4m3fnuz,torch.float16
10240,311,8192,hipblaslt,77391,0.08919010162353516,torch.float8_e4m3fnuz,torch.float16
10240,967,8192,hipblaslt,77428,0.18583730459213257,torch.float8_e4m3fnuz,torch.float16
8192,3900,28672,hipblaslt,77924,1.780227279663086,torch.float8_e4m3fnuz,torch.float16
8192,1163,28672,hipblaslt,77675,0.6236327648162842,torch.float8_e4m3fnuz,torch.float16
8192,1830,8192,hipblaslt,77926,0.251312255859375,torch.float8_e4m3fnuz,torch.float16
8192,369,28672,hipblaslt,76873,0.23239424228668212,torch.float8_e4m3fnuz,torch.float16
10240,5512,8192,hipblaslt,77973,0.8409075736999512,torch.float8_e4m3fnuz,torch.float16
10240,741,8192,hipblaslt,77593,0.1446202039718628,torch.float8_e4m3fnuz,torch.float16
8192,2100,28672,hipblaslt,77927,1.076198196411133,torch.float8_e4m3fnuz,torch.float16
8192,2056,28672,hipblaslt,77927,1.0479804039001466,torch.float8_e4m3fnuz,torch.float16
8192,4703,28672,hipblaslt,77928,2.1138492584228517,torch.float8_e4m3fnuz,torch.float16
8192,6493,8192,hipblaslt,77942,0.8163492202758789,torch.float8_e4m3fnuz,torch.float16
57344,407,8192,hipblaslt,77917,0.4371675968170166,torch.float8_e4m3fnuz,torch.float16
10240,4277,8192,hipblaslt,77829,0.6911778450012207,torch.float8_e4m3fnuz,torch.float16
10240,572,8192,hipblaslt,77867,0.12319849729537964,torch.float8_e4m3fnuz,torch.float16
10240,1498,8192,hipblaslt,77948,0.2612649917602539,torch.float8_e4m3fnuz,torch.float16
57344,6848,8192,hipblaslt,77880,6.059405517578125,torch.float8_e4m3fnuz,torch.float16
8192,835,28672,hipblaslt,77404,0.4808563232421875,torch.float8_e4m3fnuz,torch.float16
8192,1535,28672,hipblaslt,77928,0.6952318668365478,torch.float8_e4m3fnuz,torch.float16
10240,874,8192,hipblaslt,42423,0.16863980293273925,torch.float8_e4m3fnuz,torch.float16
8192,2171,28672,hipblaslt,77956,1.0878013610839843,torch.float8_e4m3fnuz,torch.float16
8192,1400,28672,hipblaslt,77895,0.6823507785797119,torch.float8_e4m3fnuz,torch.float16
8192,945,28672,hipblaslt,77871,0.5129723072052002,torch.float8_e4m3fnuz,torch.float16
8192,5010,8192,hipblaslt,77973,0.6339250564575195,torch.float8_e4m3fnuz,torch.float16
8192,1024,28672,hipblaslt,77871,0.515833044052124,torch.float8_e4m3fnuz,torch.float16
57344,1971,8192,hipblaslt,77880,1.8267620086669922,torch.float8_e4m3fnuz,torch.float16
8192,8131,8192,hipblaslt,77923,0.9722302436828614,torch.float8_e4m3fnuz,torch.float16
57344,458,8192,hipblaslt,78012,0.5037742614746094,torch.float8_e4m3fnuz,torch.float16
10240,1406,8192,hipblaslt,77926,0.2509457111358643,torch.float8_e4m3fnuz,torch.float16
8192,4143,8192,hipblaslt,77922,0.50211181640625,torch.float8_e4m3fnuz,torch.float16
57344,1799,8192,hipblaslt,77952,1.7275110244750977,torch.float8_e4m3fnuz,torch.float16
8192,802,8192,hipblaslt,77399,0.13495190143585206,torch.float8_e4m3fnuz,torch.float16
8192,2751,28672,hipblaslt,77895,1.331864833831787,torch.float8_e4m3fnuz,torch.float16
57344,4004,8192,hipblaslt,78012,3.542780303955078,torch.float8_e4m3fnuz,torch.float16
10240,2172,8192,hipblaslt,77976,0.36245288848876955,torch.float8_e4m3fnuz,torch.float16
10240,6661,8192,hipblaslt,77921,0.9882038116455079,torch.float8_e4m3fnuz,torch.float16
8192,5756,8192,hipblaslt,77924,0.7087979316711426,torch.float8_e4m3fnuz,torch.float16
8192,4762,8192,hipblaslt,77984,0.6132123947143555,torch.float8_e4m3fnuz,torch.float16
8192,5616,8192,hipblaslt,77925,0.7090222835540771,torch.float8_e4m3fnuz,torch.float16
57344,2544,8192,hipblaslt,77950,2.3109031677246095,torch.float8_e4m3fnuz,torch.float16
57344,1706,8192,hipblaslt,77952,1.552653980255127,torch.float8_e4m3fnuz,torch.float16
8192,722,8192,hipblaslt,42447,0.11776444911956788,torch.float8_e4m3fnuz,torch.float16
10240,1557,8192,hipblaslt,77914,0.2595985412597656,torch.float8_e4m3fnuz,torch.float16
8192,5715,8192,hipblaslt,77925,0.7193736553192138,torch.float8_e4m3fnuz,torch.float16
57344,5044,8192,hipblaslt,78012,4.487367248535156,torch.float8_e4m3fnuz,torch.float16
10240,5473,8192,hipblaslt,78016,0.8407854080200196,torch.float8_e4m3fnuz,torch.float16
57344,2878,8192,hipblaslt,77925,2.6298076629638674,torch.float8_e4m3fnuz,torch.float16
