M,N,K,libtype,solidx,soltimems,indtype,outdtype
57344,3797,8192,hipblaslt,77880,3.378252410888672,torch.float8_e4m3fnuz,torch.float16
8192,603,28672,hipblaslt,77865,0.37252786159515383,torch.float8_e4m3fnuz,torch.float16
8192,502,8192,hipblaslt,77391,0.08782410025596618,torch.float8_e4m3fnuz,torch.float16
57344,2863,8192,hipblaslt,77925,2.61362361907959,torch.float8_e4m3fnuz,torch.float16
10240,2190,8192,hipblaslt,77960,0.3641213893890381,torch.float8_e4m3fnuz,torch.float16
8192,705,8192,hipblaslt,77866,0.1161641001701355,torch.float8_e4m3fnuz,torch.float16
57344,3768,8192,hipblaslt,77880,3.3846199035644533,torch.float8_e4m3fnuz,torch.float16
8192,4647,8192,hipblaslt,77903,0.6002497196197509,torch.float8_e4m3fnuz,torch.float16
8192,1691,28672,hipblaslt,77950,0.7626457691192627,torch.float8_e4m3fnuz,torch.float16
8192,156,8192,hipblaslt,76642,0.05448325276374817,torch.float8_e4m3fnuz,torch.float16
10240,1054,8192,hipblaslt,77941,0.19338245391845704,torch.float8_e4m3fnuz,torch.float16
10240,2664,8192,hipblaslt,78016,0.41777887344360354,torch.float8_e4m3fnuz,torch.float16
8192,489,8192,hipblaslt,77592,0.08947204947471618,torch.float8_e4m3fnuz,torch.float16
8192,825,8192,hipblaslt,77869,0.1353605031967163,torch.float8_e4m3fnuz,torch.float16
8192,3630,8192,hipblaslt,77888,0.43587169647216795,torch.float8_e4m3fnuz,torch.float16
8192,131,8192,hipblaslt,76808,0.051864802837371826,torch.float8_e4m3fnuz,torch.float16
57344,1246,8192,hipblaslt,77939,1.1376091957092285,torch.float8_e4m3fnuz,torch.float16
10240,617,28672,hipblaslt,77419,0.44130420684814453,torch.float8_e4m3fnuz,torch.float16
10240,3308,8192,hipblaslt,77921,0.4984443664550781,torch.float8_e4m3fnuz,torch.float16
10240,3693,8192,hipblaslt,77935,0.6036702632904053,torch.float8_e4m3fnuz,torch.float16
8192,4900,8192,hipblaslt,77984,0.6104983329772949,torch.float8_e4m3fnuz,torch.float16
10240,1069,8192,hipblaslt,77505,0.19535540342330932,torch.float8_e4m3fnuz,torch.float16
8192,1346,8192,hipblaslt,77723,0.19127335548400878,torch.float8_e4m3fnuz,torch.float16
8192,3489,28672,hipblaslt,77942,1.557873821258545,torch.float8_e4m3fnuz,torch.float16
10240,2818,8192,hipblaslt,77496,0.4338487148284912,torch.float8_e4m3fnuz,torch.float16
10240,7742,8192,hipblaslt,77924,1.166600227355957,torch.float8_e4m3fnuz,torch.float16
8192,664,28672,hipblaslt,76883,0.4168755054473877,torch.float8_e4m3fnuz,torch.float16
8192,8346,8192,hipblaslt,77923,0.9723624229431153,torch.float8_e4m3fnuz,torch.float16
57344,3682,8192,hipblaslt,77880,3.365367126464844,torch.float8_e4m3fnuz,torch.float16
8192,1955,8192,hipblaslt,77977,0.25971274375915526,torch.float8_e4m3fnuz,torch.float16
8192,163,28672,hipblaslt,76805,0.13397644758224486,torch.float8_e4m3fnuz,torch.float16
8192,1676,28672,hipblaslt,77950,0.7510285377502441,torch.float8_e4m3fnuz,torch.float16
8192,2477,28672,hipblaslt,77937,1.2126704216003419,torch.float8_e4m3fnuz,torch.float16
57344,1479,8192,hipblaslt,77920,1.3527217864990235,torch.float8_e4m3fnuz,torch.float16
57344,7519,8192,hipblaslt,77719,6.761868068150112,torch.float8_e4m3fnuz,torch.float16
8192,4521,28672,hipblaslt,78013,2.065247344970703,torch.float8_e4m3fnuz,torch.float16
57344,835,8192,hipblaslt,77925,0.8127459526062012,torch.float8_e4m3fnuz,torch.float16
8192,50712,8192,hipblaslt,77921,5.84317824419807,torch.float8_e4m3fnuz,torch.float16
10240,2565,8192,hipblaslt,77720,0.41390514373779297,torch.float8_e4m3fnuz,torch.float16
57344,4530,8192,hipblaslt,78017,4.027444076538086,torch.float8_e4m3fnuz,torch.float16
8192,3059,28672,hipblaslt,77928,1.3768695831298827,torch.float8_e4m3fnuz,torch.float16
8192,3240,8192,hipblaslt,77984,0.40688071250915525,torch.float8_e4m3fnuz,torch.float16
57344,115,8192,hipblaslt,77805,0.1895192503929138,torch.float8_e4m3fnuz,torch.float16
8192,1055,28672,hipblaslt,77936,0.5391706943511962,torch.float8_e4m3fnuz,torch.float16
57344,151,8192,hipblaslt,77452,0.2061488389968872,torch.float8_e4m3fnuz,torch.float16
57344,203,8192,hipblaslt,77924,0.27890715599060056,torch.float8_e4m3fnuz,torch.float16
8192,2399,8192,hipblaslt,77722,0.32336499691009524,torch.float8_e4m3fnuz,torch.float16
8192,1858,28672,hipblaslt,77923,0.887114143371582,torch.float8_e4m3fnuz,torch.float16
8192,1814,8192,hipblaslt,77925,0.24840896129608153,torch.float8_e4m3fnuz,torch.float16
10240,1876,8192,hipblaslt,77722,0.3135444402694702,torch.float8_e4m3fnuz,torch.float16
10240,1998,8192,hipblaslt,77829,0.33007900714874266,torch.float8_e4m3fnuz,torch.float16
8192,1508,8192,hipblaslt,77917,0.19816155433654786,torch.float8_e4m3fnuz,torch.float16
8192,1403,28672,hipblaslt,77976,0.6720895290374755,torch.float8_e4m3fnuz,torch.float16
8192,5028,8192,hipblaslt,77888,0.6207174777984619,torch.float8_e4m3fnuz,torch.float16
10240,515,8192,hipblaslt,77867,0.1225775957107544,torch.float8_e4m3fnuz,torch.float16
57344,6440,8192,hipblaslt,77923,5.876933574676514,torch.float8_e4m3fnuz,torch.float16
8192,866,28672,hipblaslt,77399,0.4780020236968994,torch.float8_e4m3fnuz,torch.float16
10240,4499,8192,hipblaslt,77981,0.7194157123565674,torch.float8_e4m3fnuz,torch.float16
8192,4703,8192,hipblaslt,77828,0.6031514644622803,torch.float8_e4m3fnuz,torch.float16
57344,1147,8192,hipblaslt,77920,1.0922579765319824,torch.float8_e4m3fnuz,torch.float16
57344,2031,8192,hipblaslt,78012,1.857748031616211,torch.float8_e4m3fnuz,torch.float16
8192,1376,28672,hipblaslt,77961,0.6764660835266113,torch.float8_e4m3fnuz,torch.float16
8192,3301,8192,hipblaslt,77720,0.4209415435791016,torch.float8_e4m3fnuz,torch.float16
10240,1942,8192,hipblaslt,77396,0.3273648977279663,torch.float8_e4m3fnuz,torch.float16
10240,5567,8192,hipblaslt,77888,0.8437277793884277,torch.float8_e4m3fnuz,torch.float16
10240,7036,8192,hipblaslt,78016,1.0618709564208983,torch.float8_e4m3fnuz,torch.float16
8192,7788,28672,hipblaslt,77895,3.492824172973633,torch.float8_e4m3fnuz,torch.float16
10240,2302,8192,hipblaslt,77960,0.37804200649261477,torch.float8_e4m3fnuz,torch.float16
8192,712,8192,hipblaslt,77866,0.11942939758300782,torch.float8_e4m3fnuz,torch.float16
8192,4214,8192,hipblaslt,77926,0.5049279689788818,torch.float8_e4m3fnuz,torch.float16
8192,98,8192,hipblaslt,42500,0.041858500242233275,torch.float8_e4m3fnuz,torch.float16
10240,1514,8192,hipblaslt,77923,0.25098381042480467,torch.float8_e4m3fnuz,torch.float16
8192,1118,8192,hipblaslt,77870,0.15532209873199462,torch.float8_e4m3fnuz,torch.float16
10240,6170,8192,hipblaslt,77924,0.9327297210693359,torch.float8_e4m3fnuz,torch.float16
57344,3866,8192,hipblaslt,78012,3.486817169189453,torch.float8_e4m3fnuz,torch.float16
57344,2092,8192,hipblaslt,77952,1.9603078842163086,torch.float8_e4m3fnuz,torch.float16
8192,4486,8192,hipblaslt,77895,0.5855814456939697,torch.float8_e4m3fnuz,torch.float16
8192,6827,8192,hipblaslt,77888,0.8320445060729981,torch.float8_e4m3fnuz,torch.float16
8192,4674,28672,hipblaslt,77895,2.097324752807617,torch.float8_e4m3fnuz,torch.float16
10240,50,8192,hipblaslt,77373,0.04094015061855316,torch.float8_e4m3fnuz,torch.float16
10240,379,8192,hipblaslt,77391,0.08956264853477477,torch.float8_e4m3fnuz,torch.float16
57344,4461,8192,hipblaslt,77925,3.977555847167969,torch.float8_e4m3fnuz,torch.float16
8192,1004,8192,hipblaslt,77871,0.14736679792404175,torch.float8_e4m3fnuz,torch.float16
8192,6878,8192,hipblaslt,77888,0.8387344360351563,torch.float8_e4m3fnuz,torch.float16
8192,4876,8192,hipblaslt,77496,0.613865327835083,torch.float8_e4m3fnuz,torch.float16
8192,4311,8192,hipblaslt,77960,0.541135597229004,torch.float8_e4m3fnuz,torch.float16
8192,2588,8192,hipblaslt,77829,0.3349561929702759,torch.float8_e4m3fnuz,torch.float16
10240,2954,8192,hipblaslt,77924,0.469451379776001,torch.float8_e4m3fnuz,torch.float16
8192,5755,28672,hipblaslt,77924,2.6391353607177734,torch.float8_e4m3fnuz,torch.float16
8192,980,28672,hipblaslt,42477,0.5225415706634522,torch.float8_e4m3fnuz,torch.float16
10240,3051,8192,hipblaslt,77921,0.48508052825927733,torch.float8_e4m3fnuz,torch.float16
10240,936,8192,hipblaslt,77495,0.17517950534820556,torch.float8_e4m3fnuz,torch.float16
8192,1303,8192,hipblaslt,77723,0.19219474792480468,torch.float8_e4m3fnuz,torch.float16
57344,5016,8192,hipblaslt,78012,4.44311752319336,torch.float8_e4m3fnuz,torch.float16
8192,40,8192,hipblaslt,77289,0.03336245119571686,torch.float8_e4m3fnuz,torch.float16
10240,6723,8192,hipblaslt,77942,1.0406756401062012,torch.float8_e4m3fnuz,torch.float16
8192,4968,8192,hipblaslt,78016,0.6152614116668701,torch.float8_e4m3fnuz,torch.float16
57344,1772,8192,hipblaslt,77925,1.577292537689209,torch.float8_e4m3fnuz,torch.float16
8192,6110,28672,hipblaslt,77924,2.6636678695678713,torch.float8_e4m3fnuz,torch.float16
8192,742,28672,hipblaslt,77586,0.4211158275604248,torch.float8_e4m3fnuz,torch.float16
10240,930,8192,hipblaslt,77695,0.1805153965950012,torch.float8_e4m3fnuz,torch.float16
8192,5491,28672,hipblaslt,77755,2.516792106628418,torch.float8_e4m3fnuz,torch.float16
8192,1162,8192,hipblaslt,77874,0.17863060235977174,torch.float8_e4m3fnuz,torch.float16
8192,4333,28672,hipblaslt,77696,1.976740264892578,torch.float8_e4m3fnuz,torch.float16
57344,5198,8192,hipblaslt,77696,4.7483360290527346,torch.float8_e4m3fnuz,torch.float16
8192,1857,8192,hipblaslt,77944,0.25483601093292235,torch.float8_e4m3fnuz,torch.float16
10240,5351,8192,hipblaslt,78016,0.8277822494506836,torch.float8_e4m3fnuz,torch.float16
57344,78,8192,hipblaslt,77989,0.1707348942756653,torch.float8_e4m3fnuz,torch.float16
10240,264,8192,hipblaslt,77374,0.07050439715385437,torch.float8_e4m3fnuz,torch.float16
8192,4689,8192,hipblaslt,77967,0.5951716423034668,torch.float8_e4m3fnuz,torch.float16
10240,3534,8192,hipblaslt,77675,0.5749857425689697,torch.float8_e4m3fnuz,torch.float16
57344,2084,8192,hipblaslt,77952,1.9565261840820312,torch.float8_e4m3fnuz,torch.float16
57344,74,28672,hipblaslt,77348,0.5530051708221435,torch.float8_e4m3fnuz,torch.float16
8192,1364,28672,hipblaslt,77961,0.6649029731750489,torch.float8_e4m3fnuz,torch.float16
57344,3606,8192,hipblaslt,77952,3.2453914642333985,torch.float8_e4m3fnuz,torch.float16
10240,3075,8192,hipblaslt,77922,0.4871996879577637,torch.float8_e4m3fnuz,torch.float16
10240,2705,8192,hipblaslt,77496,0.4347360134124756,torch.float8_e4m3fnuz,torch.float16
10240,1699,8192,hipblaslt,77828,0.30148460865020754,torch.float8_e4m3fnuz,torch.float16
57344,2625,8192,hipblaslt,77925,2.3959272384643553,torch.float8_e4m3fnuz,torch.float16
8192,3894,8192,hipblaslt,77925,0.4811728000640869,torch.float8_e4m3fnuz,torch.float16
57344,61756,8192,hipblaslt,77880,52.927734375,torch.float8_e4m3fnuz,torch.float16
8192,2331,28672,hipblaslt,77418,1.182181167602539,torch.float8_e4m3fnuz,torch.float16
57344,1813,8192,hipblaslt,77952,1.7270284652709962,torch.float8_e4m3fnuz,torch.float16
57344,2546,8192,hipblaslt,77950,2.285685920715332,torch.float8_e4m3fnuz,torch.float16
8192,6660,28672,hipblaslt,77984,3.022273063659668,torch.float8_e4m3fnuz,torch.float16
8192,648,8192,hipblaslt,77393,0.12018804550170899,torch.float8_e4m3fnuz,torch.float16
8192,1086,28672,hipblaslt,77396,0.550667142868042,torch.float8_e4m3fnuz,torch.float16
57344,67,8192,hipblaslt,77449,0.1768589973449707,torch.float8_e4m3fnuz,torch.float16
8192,4482,28672,hipblaslt,78013,2.0543052673339846,torch.float8_e4m3fnuz,torch.float16
57344,1665,8192,hipblaslt,77952,1.540407943725586,torch.float8_e4m3fnuz,torch.float16
10240,1829,8192,hipblaslt,77836,0.31246485710144045,torch.float8_e4m3fnuz,torch.float16
8192,1653,28672,hipblaslt,77950,0.7534280776977539,torch.float8_e4m3fnuz,torch.float16
8192,6236,28672,hipblaslt,77926,2.709675979614258,torch.float8_e4m3fnuz,torch.float16
8192,1148,8192,hipblaslt,77396,0.16426534652709962,torch.float8_e4m3fnuz,torch.float16
8192,2003,28672,hipblaslt,77921,0.8905091285705566,torch.float8_e4m3fnuz,torch.float16
8192,4295,28672,hipblaslt,77696,1.9718910217285157,torch.float8_e4m3fnuz,torch.float16
8192,384,8192,hipblaslt,76783,0.07040830254554749,torch.float8_e4m3fnuz,torch.float16
57344,1558,8192,hipblaslt,77961,1.4212574005126952,torch.float8_e4m3fnuz,torch.float16
8192,2407,8192,hipblaslt,77957,0.3209074020385742,torch.float8_e4m3fnuz,torch.float16
8192,90,28672,hipblaslt,76871,0.10059449672698975,torch.float8_e4m3fnuz,torch.float16
8192,2479,8192,hipblaslt,77829,0.33296325206756594,torch.float8_e4m3fnuz,torch.float16
10240,4030,8192,hipblaslt,77984,0.6295265674591064,torch.float8_e4m3fnuz,torch.float16
8192,4082,8192,hipblaslt,77922,0.4937934398651123,torch.float8_e4m3fnuz,torch.float16
8192,4126,8192,hipblaslt,77922,0.49923148155212405,torch.float8_e4m3fnuz,torch.float16
10240,3964,8192,hipblaslt,78016,0.62738938331604,torch.float8_e4m3fnuz,torch.float16
10240,5246,8192,hipblaslt,78016,0.8248518943786621,torch.float8_e4m3fnuz,torch.float16
8192,3063,28672,hipblaslt,77967,1.387617588043213,torch.float8_e4m3fnuz,torch.float16
10240,5788,8192,hipblaslt,77922,0.8934534072875977,torch.float8_e4m3fnuz,torch.float16
8192,2011,8192,hipblaslt,77880,0.26012330055236815,torch.float8_e4m3fnuz,torch.float16
10240,2611,8192,hipblaslt,77496,0.4191028118133545,torch.float8_e4m3fnuz,torch.float16
57344,660,8192,hipblaslt,77917,0.639677619934082,torch.float8_e4m3fnuz,torch.float16
8192,4573,8192,hipblaslt,77887,0.589865779876709,torch.float8_e4m3fnuz,torch.float16
8192,3804,8192,hipblaslt,77924,0.4715745449066162,torch.float8_e4m3fnuz,torch.float16
8192,955,8192,hipblaslt,77870,0.1508113980293274,torch.float8_e4m3fnuz,torch.float16
10240,2202,8192,hipblaslt,77960,0.36677534580230714,torch.float8_e4m3fnuz,torch.float16
8192,324,8192,hipblaslt,77374,0.06861159801483155,torch.float8_e4m3fnuz,torch.float16
57344,3102,8192,hipblaslt,77880,2.8323835372924804,torch.float8_e4m3fnuz,torch.float16
57344,1415,8192,hipblaslt,77939,1.32218656539917,torch.float8_e4m3fnuz,torch.float16
57344,2157,8192,hipblaslt,77950,2.0150550842285155,torch.float8_e4m3fnuz,torch.float16
8192,3553,8192,hipblaslt,77888,0.43700332641601564,torch.float8_e4m3fnuz,torch.float16
8192,2486,28672,hipblaslt,77937,1.1997511863708497,torch.float8_e4m3fnuz,torch.float16
8192,3295,8192,hipblaslt,78016,0.41963763236999513,torch.float8_e4m3fnuz,torch.float16
8192,390,28672,hipblaslt,77107,0.2646820545196533,torch.float8_e4m3fnuz,torch.float16
10240,65070,8192,hipblaslt,77923,9.446426391601562,torch.float8_e4m3fnuz,torch.float16
8192,175,28672,hipblaslt,76848,0.13400650024414062,torch.float8_e4m3fnuz,torch.float16
8192,6212,28672,hipblaslt,77924,2.6691137313842774,torch.float8_e4m3fnuz,torch.float16
10240,50712,8192,hipblaslt,77926,7.332982576810396,torch.float8_e4m3fnuz,torch.float16
57344,537,8192,hipblaslt,77937,0.5709537506103516,torch.float8_e4m3fnuz,torch.float16
10240,789,8192,hipblaslt,42423,0.16226840019226074,torch.float8_e4m3fnuz,torch.float16
10240,224,28672,hipblaslt,76883,0.1965591549873352,torch.float8_e4m3fnuz,torch.float16
57344,491,8192,hipblaslt,77939,0.5174274444580078,torch.float8_e4m3fnuz,torch.float16
8192,3401,8192,hipblaslt,77720,0.417404317855835,torch.float8_e4m3fnuz,torch.float16
8192,2884,28672,hipblaslt,77928,1.3357566833496093,torch.float8_e4m3fnuz,torch.float16
8192,4081,28672,hipblaslt,77924,1.7859415054321288,torch.float8_e4m3fnuz,torch.float16
8192,7166,28672,hipblaslt,78012,3.039402389526367,torch.float8_e4m3fnuz,torch.float16
8192,6645,28672,hipblaslt,77984,3.016025733947754,torch.float8_e4m3fnuz,torch.float16
8192,5151,28672,hipblaslt,77901,2.2906251907348634,torch.float8_e4m3fnuz,torch.float16
8192,877,28672,hipblaslt,77399,0.47254242897033694,torch.float8_e4m3fnuz,torch.float16
10240,407,8192,hipblaslt,77392,0.10137815475463867,torch.float8_e4m3fnuz,torch.float16
57344,1164,8192,hipblaslt,77939,1.1025591850280763,torch.float8_e4m3fnuz,torch.float16
57344,4579,8192,hipblaslt,78017,4.055421447753906,torch.float8_e4m3fnuz,torch.float16
10240,377,8192,hipblaslt,76973,0.09374685287475586,torch.float8_e4m3fnuz,torch.float16
8192,5373,8192,hipblaslt,77888,0.6418548107147217,torch.float8_e4m3fnuz,torch.float16
10240,843,8192,hipblaslt,77494,0.16130495071411133,torch.float8_e4m3fnuz,torch.float16
10240,613,8192,hipblaslt,77869,0.13285884857177735,torch.float8_e4m3fnuz,torch.float16
10240,4533,8192,hipblaslt,77924,0.7181698322296143,torch.float8_e4m3fnuz,torch.float16
8192,1535,8192,hipblaslt,77967,0.19916900396347045,torch.float8_e4m3fnuz,torch.float16
10240,249,28672,hipblaslt,77178,0.20798959732055664,torch.float8_e4m3fnuz,torch.float16
8192,1,28672,hipblaslt,77191,0.06885799765586853,torch.float8_e4m3fnuz,torch.float16
57344,841,8192,hipblaslt,77926,0.8166437149047852,torch.float8_e4m3fnuz,torch.float16
57344,923,8192,hipblaslt,77920,0.8915766716003418,torch.float8_e4m3fnuz,torch.float16
10240,1240,8192,hipblaslt,78016,0.21489434242248534,torch.float8_e4m3fnuz,torch.float16
8192,1436,28672,hipblaslt,77917,0.6753744602203369,torch.float8_e4m3fnuz,torch.float16
57344,3261,8192,hipblaslt,77935,2.966616630554199,torch.float8_e4m3fnuz,torch.float16
8192,1477,28672,hipblaslt,77961,0.6804850101470947,torch.float8_e4m3fnuz,torch.float16
8192,2798,8192,hipblaslt,77723,0.3683656930923462,torch.float8_e4m3fnuz,torch.float16
10240,1381,8192,hipblaslt,77926,0.24930729866027831,torch.float8_e4m3fnuz,torch.float16
8192,1645,8192,hipblaslt,78016,0.2172217607498169,torch.float8_e4m3fnuz,torch.float16
8192,118,8192,hipblaslt,76626,0.04474824965000153,torch.float8_e4m3fnuz,torch.float16
10240,3957,8192,hipblaslt,77877,0.6282586574554443,torch.float8_e4m3fnuz,torch.float16
10240,6431,8192,hipblaslt,77922,0.9490158081054687,torch.float8_e4m3fnuz,torch.float16
57344,4605,8192,hipblaslt,78017,4.056913757324219,torch.float8_e4m3fnuz,torch.float16
8192,7117,28672,hipblaslt,78012,3.0338422775268556,torch.float8_e4m3fnuz,torch.float16
57344,1071,8192,hipblaslt,77938,1.0114201545715331,torch.float8_e4m3fnuz,torch.float16
10240,3655,8192,hipblaslt,77935,0.6021739959716796,torch.float8_e4m3fnuz,torch.float16
8192,65267,8192,hipblaslt,77924,7.452473322550456,torch.float8_e4m3fnuz,torch.float16
8192,314,28672,hipblaslt,77138,0.21981604099273683,torch.float8_e4m3fnuz,torch.float16
57344,2132,8192,hipblaslt,77950,2.004964065551758,torch.float8_e4m3fnuz,torch.float16
8192,1650,28672,hipblaslt,77950,0.749269962310791,torch.float8_e4m3fnuz,torch.float16
57344,4740,8192,hipblaslt,77880,4.332992935180664,torch.float8_e4m3fnuz,torch.float16
8192,1836,28672,hipblaslt,77922,0.876406192779541,torch.float8_e4m3fnuz,torch.float16
8192,5150,28672,hipblaslt,77935,2.291975212097168,torch.float8_e4m3fnuz,torch.float16
8192,3928,28672,hipblaslt,77924,1.7792156219482422,torch.float8_e4m3fnuz,torch.float16
8192,103,28672,hipblaslt,76988,0.10726339817047119,torch.float8_e4m3fnuz,torch.float16
8192,3103,8192,hipblaslt,77847,0.40540456771850586,torch.float8_e4m3fnuz,torch.float16
8192,2126,28672,hipblaslt,77956,1.0700249671936035,torch.float8_e4m3fnuz,torch.float16
10240,2018,8192,hipblaslt,77886,0.3529387950897217,torch.float8_e4m3fnuz,torch.float16
8192,2427,8192,hipblaslt,77722,0.32180869579315186,torch.float8_e4m3fnuz,torch.float16
8192,1335,8192,hipblaslt,77455,0.19259530305862427,torch.float8_e4m3fnuz,torch.float16
10240,2742,8192,hipblaslt,77826,0.4337444305419922,torch.float8_e4m3fnuz,torch.float16
8192,2208,28672,hipblaslt,77927,1.0834770202636719,torch.float8_e4m3fnuz,torch.float16
8192,2546,8192,hipblaslt,77829,0.32837045192718506,torch.float8_e4m3fnuz,torch.float16
57344,1004,8192,hipblaslt,77950,0.941258430480957,torch.float8_e4m3fnuz,torch.float16
8192,7069,8192,hipblaslt,77942,0.853113842010498,torch.float8_e4m3fnuz,torch.float16
8192,1530,8192,hipblaslt,77973,0.21054584980010987,torch.float8_e4m3fnuz,torch.float16
57344,3242,8192,hipblaslt,77952,2.936902618408203,torch.float8_e4m3fnuz,torch.float16
8192,6503,8192,hipblaslt,77935,0.812782096862793,torch.float8_e4m3fnuz,torch.float16
57344,6314,8192,hipblaslt,77901,5.768936606014476,torch.float8_e4m3fnuz,torch.float16
10240,2118,8192,hipblaslt,77885,0.3599932432174683,torch.float8_e4m3fnuz,torch.float16
10240,2212,8192,hipblaslt,77916,0.362867546081543,torch.float8_e4m3fnuz,torch.float16
57344,3195,8192,hipblaslt,77952,2.9218502044677734,torch.float8_e4m3fnuz,torch.float16
57344,2862,8192,hipblaslt,77925,2.6227712631225586,torch.float8_e4m3fnuz,torch.float16
10240,1982,8192,hipblaslt,77829,0.33132479190826414,torch.float8_e4m3fnuz,torch.float16
57344,2991,8192,hipblaslt,78012,2.7116668701171873,torch.float8_e4m3fnuz,torch.float16
57344,1339,8192,hipblaslt,77938,1.2265350341796875,torch.float8_e4m3fnuz,torch.float16
8192,42,28672,hipblaslt,77168,0.08129439949989319,torch.float8_e4m3fnuz,torch.float16
57344,419,8192,hipblaslt,77967,0.4334500789642334,torch.float8_e4m3fnuz,torch.float16
8192,2038,28672,hipblaslt,77881,0.9347346305847168,torch.float8_e4m3fnuz,torch.float16
57344,1345,8192,hipblaslt,77920,1.2947680473327636,torch.float8_e4m3fnuz,torch.float16
10240,5100,8192,hipblaslt,77877,0.8053650856018066,torch.float8_e4m3fnuz,torch.float16
57344,1900,8192,hipblaslt,77952,1.7881988525390624,torch.float8_e4m3fnuz,torch.float16
10240,6836,8192,hipblaslt,77890,1.0369440078735352,torch.float8_e4m3fnuz,torch.float16
8192,3975,28672,hipblaslt,77924,1.7814830780029296,torch.float8_e4m3fnuz,torch.float16
10240,4556,8192,hipblaslt,77977,0.7360923767089844,torch.float8_e4m3fnuz,torch.float16
57344,3310,8192,hipblaslt,77880,3.038967514038086,torch.float8_e4m3fnuz,torch.float16
8192,2734,28672,hipblaslt,77424,1.3136699676513672,torch.float8_e4m3fnuz,torch.float16
10240,7271,8192,hipblaslt,78016,1.0765027046203612,torch.float8_e4m3fnuz,torch.float16
10240,466,8192,hipblaslt,77400,0.11168445348739624,torch.float8_e4m3fnuz,torch.float16
57344,4671,8192,hipblaslt,77925,4.199258422851562,torch.float8_e4m3fnuz,torch.float16
8192,1921,28672,hipblaslt,77921,0.8877829551696778,torch.float8_e4m3fnuz,torch.float16
57344,4604,8192,hipblaslt,78017,4.052481079101563,torch.float8_e4m3fnuz,torch.float16
8192,4351,28672,hipblaslt,77696,1.9845138549804688,torch.float8_e4m3fnuz,torch.float16
8192,4237,28672,hipblaslt,77924,1.7993093490600587,torch.float8_e4m3fnuz,torch.float16
57344,2775,8192,hipblaslt,77950,2.558225631713867,torch.float8_e4m3fnuz,torch.float16
8192,6097,28672,hipblaslt,77924,2.669472312927246,torch.float8_e4m3fnuz,torch.float16
8192,247,8192,hipblaslt,77301,0.05585569739341736,torch.float8_e4m3fnuz,torch.float16
8192,1058,28672,hipblaslt,77936,0.541039514541626,torch.float8_e4m3fnuz,torch.float16
8192,7642,8192,hipblaslt,77965,0.9372584342956543,torch.float8_e4m3fnuz,torch.float16
8192,72,28672,hipblaslt,76945,0.09464219808578492,torch.float8_e4m3fnuz,torch.float16
10240,4361,8192,hipblaslt,77981,0.7005698204040527,torch.float8_e4m3fnuz,torch.float16
8192,3716,28672,hipblaslt,77924,1.7558589935302735,torch.float8_e4m3fnuz,torch.float16
10240,612,8192,hipblaslt,77869,0.13447719812393188,torch.float8_e4m3fnuz,torch.float16
10240,3783,8192,hipblaslt,77984,0.6056732177734375,torch.float8_e4m3fnuz,torch.float16
10240,5061,8192,hipblaslt,77984,0.7998548984527588,torch.float8_e4m3fnuz,torch.float16
8192,6128,8192,hipblaslt,77924,0.7323849201202393,torch.float8_e4m3fnuz,torch.float16
10240,3702,8192,hipblaslt,77830,0.5992817401885986,torch.float8_e4m3fnuz,torch.float16
57344,1590,8192,hipblaslt,77925,1.5132797241210938,torch.float8_e4m3fnuz,torch.float16
8192,717,28672,hipblaslt,77586,0.42772760391235354,torch.float8_e4m3fnuz,torch.float16
57344,3144,8192,hipblaslt,77935,2.9166406631469726,torch.float8_e4m3fnuz,torch.float16
8192,993,8192,hipblaslt,77388,0.14586809873580933,torch.float8_e4m3fnuz,torch.float16
10240,174,8192,hipblaslt,77374,0.062464547157287595,torch.float8_e4m3fnuz,torch.float16
8192,6388,28672,hipblaslt,77984,2.961444854736328,torch.float8_e4m3fnuz,torch.float16
10240,4079,8192,hipblaslt,77984,0.6341233730316163,torch.float8_e4m3fnuz,torch.float16
8192,2220,28672,hipblaslt,77927,1.0664156913757323,torch.float8_e4m3fnuz,torch.float16
57344,5854,8192,hipblaslt,77942,5.219757481625206,torch.float8_e4m3fnuz,torch.float16
10240,3245,8192,hipblaslt,77921,0.4870574951171875,torch.float8_e4m3fnuz,torch.float16
57344,7618,8192,hipblaslt,77719,6.688682556152344,torch.float8_e4m3fnuz,torch.float16
8192,1710,28672,hipblaslt,77950,0.7507501125335694,torch.float8_e4m3fnuz,torch.float16
8192,1971,28672,hipblaslt,77922,0.8889006614685059,torch.float8_e4m3fnuz,torch.float16
10240,296,8192,hipblaslt,77592,0.08080170154571534,torch.float8_e4m3fnuz,torch.float16
8192,1774,8192,hipblaslt,78012,0.23452889919281006,torch.float8_e4m3fnuz,torch.float16
8192,637,8192,hipblaslt,77392,0.10291844606399536,torch.float8_e4m3fnuz,torch.float16
8192,6568,8192,hipblaslt,77901,0.8103524208068847,torch.float8_e4m3fnuz,torch.float16
10240,597,8192,hipblaslt,77399,0.12901510000228883,torch.float8_e4m3fnuz,torch.float16
10240,122,28672,hipblaslt,76877,0.12891044616699218,torch.float8_e4m3fnuz,torch.float16
8192,7566,8192,hipblaslt,77924,0.9013412475585938,torch.float8_e4m3fnuz,torch.float16
8192,650,8192,hipblaslt,77867,0.116542649269104,torch.float8_e4m3fnuz,torch.float16
